No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
1669;Sharp;AH-A7TEY /AU-A7TEY;Non-Inverter;678.48;6730.68;9.92;2;1981.1616; Rp2,860,797.35 ;EER;;;;
1670;Sharp;AH-XP6SHY / AU-X6SHY;Inverter;379.9;4184.14;11.16;4;1109.308; Rp1,601,840.75 ;EER;;;;
1671;Sharp;AH-XP13SHY / AU-X13SHY;Inverter;1106.4;11390.96;12.1;4;3230.688; Rp4,665,113.47 ;EER;;;;
1672;Sharp;AH-X12SEY / AU-X12SEY;Inverter;1154.2;11114.25;11.46;4;3370.264; Rp4,866,661.22 ;EER;;;;
1673;Sharp;"AH-AP9SSY2 /AU-A9SSY2;AH-A9SEY2 /AU-A9SEY2;AH-A9UEY /AU-A9UEY;AH-A9UBY /AU-A9UBY;AH-A9SAY /AU-A9SAY;";Non-Inverter;847.74;8982.29;10.6;4;2475.4008; Rp3,574,478.76 ;EER;;;;
1674;Sharp;AH-A5UDL /AU-A5UDL;Non-Inverter;365.34;4682.46;12.82;4;1066.7928; Rp1,540,448.80 ;EER;;;;
1675;Sharp;AH-X18UEY / AU-X18UEY;Inverter;1493.66;17262.57;14.84;4;4361.4872; Rp6,297,987.52 ;EER;;;;
1676;Sharp;AH-X9UEY / AU-X9UEY;Inverter;822;8696.57;12.48;4;2400.24; Rp3,465,946.56 ;EER;;;;
1677;Sharp;AH-X12UEY / AU-X12UEY;Inverter;1065.53;12094.93;13.47;4;3111.3476; Rp4,492,785.93 ;EER;;;;
1678;Sharp;AH-XP6UHY / AU-X6UHY;Inverter;385.98;5152.26;13.76;4;1127.0616; Rp1,627,476.95 ;EER;;;;
1679;Sharp;AH-XP10UHY / AU-X10UHY;Inverter;754.76;9245.09;14.54;4;2203.8992; Rp3,182,430.44 ;EER;;;;
1680;Sharp;AH-XP13UHY / AU-X13UHY;Inverter;976.9;11974.93;14.64;4;2852.548; Rp4,119,079.31 ;EER;;;;
1681;Sharp;"AH-A5UCY /AU-A5UCY;AH-A5VEY /AU-A5VEY;";Non-Inverter;327.9;4369.3;13.33;4;957.468; Rp1,382,583.79 ;EER;;;;
1682;Sharp;"AH-A7UCY /AU-A7UCY;AH-A7VEY /AU-A7VEY";Non-Inverter;522.4;6074.6;11.63;4;1525.408; Rp2,202,689.15 ;EER;;;;
1683;Sharp;"AH-A9UCY /AU-A9UCY;AH-A9VEY /AU-A9VEY";Non-Inverter;689.5;7962.2;11.55;4;2013.34; Rp2,907,262.96 ;EER;;;;
1684;Sharp;"AH-A12UCY /AU-A12UCY;AH-A12VEY /AU-A12VEY";Non-Inverter;1010.9;12311.7;12.18;4;2951.828; Rp4,262,439.63 ;EER;;;;
1685;Sharp;AH-A18UCY /AU-A18UCY;Non-Inverter;1551;18046.07;11.64;4;4528.92; Rp6,539,760.48 ;EER;;;;
1686;Sharp;AH-A24UCY /AU-A24UCY;Non-Inverter;2137.7;23981.1;11.22;4;6242.084; Rp9,013,569.30 ;EER;;;;
1687;Sharp;AH-X6VEY / AU-X6VEY;Inverter;402.34;5032.87;12.45;4;1174.8328; Rp1,696,458.56 ;EER;;;;
1688;Sharp;AH-X9VEY / AU-X9VEY;Inverter;825.61;8979.26;13.48;4;2410.7812; Rp3,481,168.05 ;EER;;;;
1689;Sharp;AH-X12VEY / AU-X12VEY;Inverter;1107.96;11994;13.42;4;3235.2432; Rp4,671,691.18 ;EER;;;;
1690;Sharp;AH-X18VEY / AU-X18VEY;Inverter;1724.01;18898.18;14.34;4;5034.1092; Rp7,269,253.68 ;EER;;;;
1691;Sharp;AH-XP10VXY / AU-X10VXY;Inverter;491.27;8603.19;21.4;4;1434.5084; Rp2,071,430.13 ;EER;;;;
1692;Sharp;AH-XP13VXY / AU-X13VXY;Inverter;753.14;11424.91;19.3;4;2199.1688; Rp3,175,599.75 ;EER;;;;
1693;Sharp;AH-XP6WHY, AU-X6WHY;Inverter;373.55;5377.07;15.12;4;1090.766; Rp1,575,066.10 ;EER;;;;
1694;Sharp;AH-XP10WHY, AU-X10WHY;Inverter;686.94;8770.1;15.03;4;2005.8648; Rp2,896,468.77 ;EER;;;;
1695;Sharp;AH-XP13WHY, AU-X13WHY;Inverter;935.61;11453.71;15.01;4;2731.9812; Rp3,944,980.85 ;EER;;;;
1696;Sharp;"AH-AP7SSY /AU-A7SSY;AH-A7SAY /AU-A7SAY;";Non-Inverter;671.2;7046.36;10.49;4;1959.904; Rp2,830,101.38 ;EER;;;;
1697;Sharp;AH-XP13UHY, AU-X13UHY;Inverter;970.6;9283.73;11.68;4;2834.152; Rp4,092,515.49 ;EER;;;;
1698;Sharp;"AH-A9UCY /AU-A9UCY;AH-A9VEY /AU-A9VEY";Non-Inverter;719.3;9239.03;12.81;4;2100.356; Rp3,032,914.06 ;EER;;;;
1699;Sharp;AH-A18SAY2 / AU-A18SAY2;Non-Inverter;1722;17628.85;10.23;3;5028.24; Rp7,260,778.56 ;EER;;;;
1700;Sharp;"AH-A5UCYN /  AU-A5UCYN;  AH-A5VEYN /  AU-A5VEYN";Non-Inverter;339.3;4520.99;13.25;4;990.756; Rp1,430,651.66 ;EER;;;;
1701;Sharp;"AH-A7UCYN /  AU-A7UCYN;  AH-A7VEYN /  AU-A7VEYN";Non-Inverter;531.2;6320.23;11.86;4;1551.104; Rp2,239,794.18 ;EER;;;;
1702;Sharp;"AH-A9UCYN /  AU-A9UCYN;  AH-A9VEYN /  AU-A9VEYN";Non-Inverter;728.8;8261.52;11.31;4;2128.096; Rp3,072,970.62 ;EER;;;;
1703;Sharp;"AH-A12UCYN /  AU-A12UCYN;  AH-A12VEYN /  AU-A12VEYN";Non-Inverter;1024.6;11978.54;11.67;4;2991.832; Rp4,320,205.41 ;EER;;;;
1704;Sharp;AH-A18UCYN /  AU-A18UCYN;Non-Inverter;1543.4;17732.84;11.48;4;4506.728; Rp6,507,715.23 ;EER;;;;
1705;Sharp;AH-A24UCYN /  AU-A24UCYN;Non-Inverter;2116.3;24034.47;11.35;4;6179.596; Rp8,923,336.62 ;EER;;;;
1706;Sharp;AH-XP10VXY / AU-X10VXY;Inverter;498.6;8632.63;21.48;4;1455.912; Rp2,102,336.93 ;EER;;;;
1707;Sharp;AH-XP13VXY / AU-X13VXY;Inverter;782.2;11645.42;19.13;4;2284.024; Rp3,298,130.66 ;EER;;;;
1708;Sharp;AH-X12VEY / AU-X12VEY;Inverter;1235.5;12732.3;13.23;4;3607.66; Rp5,209,461.04 ;EER;;;;
1709;Sharp;"AH-A5SAYN / AU-A5SAYN; AH-AP5SSYN / AU-A5SSYN";Non-Inverter;417.4;5051.38;12.06;4;1218.808; Rp1,759,958.75 ;EER;;;;
1710;Sharp;"AH-A9SAYN / AU-A9SAYN; AH-AP9SSYN / AU-A9SSYN";Non-Inverter;830.8;9038.74;10.92;4;2425.936; Rp3,503,051.58 ;EER;;;;
1711;Sharp;AH-XP6YHY /  AU-X6YHY;Inverter;389.7;4952.06;13.36;4;1137.924; Rp1,643,162.26 ;EER;;;;
1712;Sharp;AH-XP10YHY /  AU-X10YHY;Inverter;839.1;9006.75;13.09;4;2450.172; Rp3,538,048.37 ;EER;;;;
1713;Sharp;AH-XP13YHY /  AU-X13YHY;Inverter;1218.4;11611.07;12.28;4;3557.728; Rp5,137,359.23 ;EER;;;;
1714;Sharp;Indoor:  AH-X6ZY  Outdoor:  AU-X6ZY ;Inverter;396;5084;5.07;5;858.1662123; Rp1,239,192.01 ;CSPF;;;;
1715;Sharp;Indoor:  AH-X10ZY  Outdoor:  AU-X10ZY ;Inverter;769;9008;5.23;5;1474.010298; Rp2,128,470.87 ;CSPF;;;;
1716;Sharp;Indoor:  AH-X13ZY  Outdoor:  AU-X13ZY ;Inverter;1116;12010;5.07;5;2027.257319; Rp2,927,359.57 ;CSPF;;;;
1717;Sharp;Indoor:  AH-X18ZY  Outdoor:  AU-X18ZY ;Inverter;1769;18015;4.91;4;3139.977986; Rp4,534,128.21 ;CSPF;;;;
1718;Sharp;Indoor: AH-A5ZCYN Outdoor: AU-A5ZCYN;Non-Inverter;344.8;5016;4.12;3;1041.919439; Rp1,504,531.67 ;CSPF;;;;
1719;Sharp;Indoor: AH-A9ZCYN Outdoor: AU-A9ZCYN;Non-Inverter;782;9008;3.82;3;2018.082162; Rp2,914,110.64 ;CSPF;;;;
1720;Sharp;Indoor: AH-XP10VXY Outdoor: AU-X10VXY;Inverter;483.8;8530;8.22;5;888.0778589; Rp1,282,384.43 ;CSPF;;;;
1721;Sharp;Indoor: AH-XP13VXY Outdoor: AU-X13VXY;Inverter;753.6;11601;7.39;5;1343.460238; Rp1,939,956.58 ;CSPF;;;;
1722;Sharp;Indoor: AH-A7UDL Outdoor: AU-A7UDL ,    Indoor: AH-AP7UHL Outdoor: AU-A7UHL;Non-Inverter;607.8;6995;3.61;2;1658.266571; Rp2,394,536.93 ;CSPF;;;;
1723;Sharp;Indoor: AH-A9UDL Outdoor: AU-A9UDL ,   Indoor: AH-AP9UHL Outdoor: AU-A9UHL;Non-Inverter;771.6;9008;3.66;2;2106.304333; Rp3,041,503.46 ;CSPF;;;;
1724;Sharp;Indoor: AH-AP5SSY Outdoor: AU-A5SSY ,    Indoor: AH-A5SAY Outdoor: AU-A5SAY;Non-Inverter;419.3;4982;3.69;2;1155.450077; Rp1,668,469.91 ;CSPF;;;;
1725;Sharp;Indoor: AH-A7SAY Outdoor: AU-A7SAY ,  Indoor: AH-AP7SSY Outdoor: AU-A7SSY;Non-Inverter;660.1;6995;3.32;1;1803.115157; Rp2,603,698.29 ;CSPF;;;;
1726;Sharp;Indoor: AH-A9SAY Outdoor: AU-A9SAY , Indoor: AH-AP9SSY2 Outdoor: AU-A9SSY2;Non-Inverter;842.5;9008;3.46;2;2228.056028; Rp3,217,312.90 ;CSPF;;;;
1727;Sharp;Indoor: AH-AP12SSY Outdoor: AU-A12SSY , Indoor: AH-A12SAY Outdoor: AU-A12SAY;Non-Inverter;1115.5;11942;3.41;2;2997.067449; Rp4,327,765.40 ;CSPF;;;;
1728;Sharp;Indoor: AH-A5UDL Outdoor: AU-A5UDL;Non-Inverter;357.6;4811;3.97;3;1037.095331; Rp1,497,565.66 ;CSPF;;;;
1729;Sharp;Indoor: AH-AP5UHL Outdoor: AU-A5UHL;Non-Inverter;370.3;4811;4.06;3;1014.105533; Rp1,464,368.39 ;CSPF;;;;
1730;Sharp;Indoor: AH-AP12UHL Outdoor: AU-A12UHL;Non-Inverter;1027.6;11942;3.6;2;2838.888889; Rp4,099,355.56 ;CSPF;;;;
1731;Sharp;AH-A5ZCY / AU-A5ZCY , AH-A5ZEY / AU-A5ZEY;Non-Inverter;356.7;4756.4;4.15;3;980.8534019; Rp1,416,352.31 ;CSPF;;;;
1732;Sharp;AH-A9ZCY / AU-A9ZCY , AH-A9ZEY / AU-A9ZEY;Non-Inverter;776.1;9051.1;3.63;2;2133.872994; Rp3,081,312.60 ;CSPF;;;;
1733;Sharp;AH-A12ZCY / AU-A12ZCY;Non-Inverter;1073;11827.4;3.43;2;2950.998534; Rp4,261,241.88 ;CSPF;;;;
1734;Sharp;AH-A18ZCY / AU-A18ZCY;Non-Inverter;1721.1;18309;3.31;1;4733.806044; Rp6,835,615.93 ;CSPF;;;;
1735;Sharp;AH-A24ZCY / AU-A24ZCY;Non-Inverter;2028.1;24274.2;3.72;2;5584.390954; Rp8,063,860.54 ;CSPF;;;;
1736;Sharp;"AH-A5BEY / AU-A5BEY; AH-A5BBY / AU-A5BBY; AH-AP5BMY / AU-A5BMY; AH-A5BEY2 / AU-A5BEY2; AH-A5BBY2 / AU-A5BBY2; AH-AP5BMY2 / AU-A5BMY2; AH-A5DEY / AU-A5DEY; AH-A5DHY / AU-A5DHY6";Non-Inverter;398.2;5309.8;4.15;3;1094.974223; Rp1,581,142.78 ;CSPF;;;;
1737;Sharp;"AH-A7BEY / AU-A7BEY; AH-A7BBY / AU-A7BBY; AH-AP7BMY / AU-A7BMY";Non-Inverter;644.6;7523.3;3.63;2;1773.681287; Rp2,561,195.78 ;CSPF;;;;
1738;Sharp;"AH-A9BEY / AU-A9BEY; AH-A9BBY / AU-A9BBY; AH-AP9BMY / AU-A9BMY; AH-A9BEY2 / AU-A9BEY2; AH-A9BBY2 / AU-A9BBY2; AH-AP9BMY2 / AU-A9BMY2; AH-A9BEYT / AU-A9BEY2; AH-AP9BMYT / AU-A9BMY2; AH-A9DEY / AU-A9DEY; AH-A9DHY / AU-A9DHY";Non-Inverter;818;9339.4;3.55;2;2251.461123; Rp3,251,109.86 ;CSPF;;;;
1739;Sharp;"AH-X8BEY / AU-X8BEY ; AH-XP8BMY / AU-X8BMY";Inverter;573.2;7000;5.13;5;1167.762444; Rp1,686,248.97 ;CSPF;;;;
1740;Sharp;(Indoor) : AH-XP6YHY (Outdoor) : AU-X6YHY;Inverter;393.8;5000;4.89;4;875.0542414; Rp1,263,578.32 ;CSPF;;;;
1741;Sharp;(Indoor) : AH-XP10YHY (Outdoor) : AU-X10YHY;Inverter;833.1;9000;4.82;4;1597.972496; Rp2,307,472.28 ;CSPF;;;;
1742;Sharp;(Indoor) : AH-XP13YHY (Outdoor) : AU-X13YHY;Inverter;1218.7;12000;4.53;4;2267.027942; Rp3,273,588.35 ;CSPF;;;;
1743;Sharp;AH-XP13;Inverter;1030;12000;5.01;5;2049.82766; Rp2,959,951.14 ;CSPF;;;;
1744;Sharp;AH-XP13;Inverter;1030;12000;5.01;5;2049.82766; Rp2,959,951.14 ;CSPF;;;;
1745;Sharp;"AH-A9CAY (Indoor) ; AU-A9CAY (Outdoor)";Non-Inverter;769.9;9000;3.55;2;2169.64153; Rp3,132,962.37 ;CSPF;;;;
1746;Sharp;(Indoor) : AH-X6BEY AH-XP6BMY (Outdoor) : AU-X6BEY AU-X6BMY;Inverter;512.6;6200;5.32;5;997.3644545; Rp1,440,194.27 ;CSPF;;;;
1747;Sharp;(Indoor) : AH-X10BEY AH-XP10BMY (Outdoor) : AU-X10BEY AU-X10BMY;Inverter;752.5;9200;5.34;5;1474.417236; Rp2,129,058.49 ;CSPF;;;;
1748;Sharp;"AH-X18ZY; AU-X18ZY";Inverter;1769.5;18000;4.73;4;3256.755785; Rp4,702,755.35 ;CSPF;;;;
1749;Sharp;AH-XP13DPY / AU-X13DPY;Inverter;1011.7;12000;5.23;5;1963.60164; Rp2,835,440.77 ;CSPF;;;;
1750;Sharp;"AH-A7DEY / AU-A7DEY; AH-A7BEY2 / AU-A7BEY2; AH-AP7BMY2 / AU-A7BMY";Non-Inverter;652.6;7000;3.41;2;1756.780451; Rp2,536,790.97 ;CSPF;;;;
1751;Sharp;AH-A5ZCY2 / AU-A5ZCY2;Non-Inverter;423;5015.8;4.04;3;1062.509141; Rp1,534,263.20 ;CSPF;;;;
1752;Sharp;AH-A9ZCY2 / AU-A9ZCY2;Non-Inverter;841.1;9008.1;3.42;2;2254.140186; Rp3,254,978.43 ;CSPF;;;;
1753;Sharp;AH-A12ZCY2 / AU-A12ZCY2;Non-Inverter;1084.8;11498.44;3.73;2;2638.176944; Rp3,809,527.51 ;CSPF;;;;
1754;Sharp;AH-A18ZCY2 / AU-A18ZCY2;Non-Inverter;1526.1;17503.56;3.74;2;4005.240642; Rp5,783,567.49 ;CSPF;;;;
1755;Sharp;AH-A24ZCY2 / AU-A24ZCY2;Non-Inverter;2039.6;23987.4;3.62;2;5670.853601; Rp8,188,712.60 ;CSPF;;;;
1756;STEKO;OXY 05EU / OXY 05EUOD;Non-Inverter;393.6;5000;3.67;2;1165.944207; Rp1,683,623.44 ;CSPF;;;;
1757;STEKO;OXY 10EU /  OXY 10EUOD;Non-Inverter;771;9000;3.48;2;2213.283745; Rp3,195,981.73 ;CSPF;;;;
1758;Taiace;GTS9 IW1 /  GTS9 IOW1;Inverter;846;9002;11.6;4;2470.32; Rp3,567,142.08 ;EER;;;;
1759;Taiace;GTS12 IW1 /  GTS12 IOW1;Inverter;1284;11162;10.46;4;3749.28; Rp5,413,960.32 ;EER;;;;
1760;Taiace;GTS18 IW1 /  GTS18 IOW1;Inverter;1031;17342;11.13;4;3010.52; Rp4,347,190.88 ;EER;;;;
1761;Taiace;GTS22 IW1 /  GTS22 IOW1;Inverter;2257;21366;11.05;4;6590.44; Rp9,516,595.36 ;EER;;;;
1762;TCL;TAC-05CSA/BY;Non-Inverter;412.93;4565.88;11.06;4;1205.7556; Rp1,741,111.09 ;EER;;;;
1763;TCL;TAC-09CSA/BY;Non-Inverter;840.08;8687.06;10.58;4;2453.0336; Rp3,542,180.52 ;EER;;;;
1764;TCL;TAC-06CSA/KA;Non-Inverter;365.29;4780.18;13.08;4;1066.6468; Rp1,540,237.98 ;EER;;;;
1765;TCL;TAC-09CSA/KA;Non-Inverter;766.9;8516.55;11.11;4;2239.348; Rp3,233,618.51 ;EER;;;;
1766;TCL;TAC-05CSA/LE;Non-Inverter;400;5000;10.94;4;1168; Rp1,686,592.00 ;EER;;;;
1767;TCL;TAC-09CSA/LE;Non-Inverter;840;9000;10.6;4;2452.8; Rp3,541,843.20 ;EER;;;;
1768;TCL;TAC-06CSA/JE;Non-Inverter;360;5500;12.4;4;1051.2; Rp1,517,932.80 ;EER;;;;
1769;TCL;TAC-09CSA/JE;Non-Inverter;680;9500;11.72;4;1985.6; Rp2,867,206.40 ;EER;;;;
1770;TCL;TAC-12CSA/JE;Non-Inverter;1000;12000;11.25;4;2920; Rp4,216,480.00 ;EER;;;;
1771;TCL;TAC-18CSA/JE;Non-Inverter;1400;18000;10.95;4;4088; Rp5,903,072.00 ;EER;;;;
1772;TCL;TAC-24CSA/JE;Non-Inverter;1800;23000;10.93;4;5256; Rp7,589,664.00 ;EER;;;;
1773;TCL;"IndoorTAC-05CSA/X5; TAC-05CSA/X6OutdoorTAC-05CSA/XO";Non-Inverter;400.05;5020.6;12.55;4;1168.146; Rp1,686,802.82 ;EER;;;;
1774;TCL;"IndoorTAC-09CSA/X5; TAC-09CSA/X6OutdoorTAC-09CSA/XO";Non-Inverter;790.5;8330.5;10.54;4;2308.26; Rp3,333,127.44 ;EER;;;;
1775;TCL;"IndoorTAC-12CSA/X5; TAC-12CSA/X6OutdoorTAC-12CSA/XO";Non-Inverter;1065.2;11350.2;10.66;4;3110.384; Rp4,491,394.50 ;EER;;;;
1776;TCL;"IndoorTAC-18CSA/X5; TAC-18CSA/X6OutdoorTAC-18CSA/XO";Non-Inverter;1530.5;16240.1;10.61;4;4469.06; Rp6,453,322.64 ;EER;;;;
1777;TCL;TAC-12CSA;Non-Inverter;1113.6;11234;10.09;3;3251.712; Rp4,695,472.13 ;EER;;;;
1778;TCL;TAC-18CSA;Non-Inverter;1546.5;17173.4;11.1;4;4515.78; Rp6,520,786.32 ;EER;;;;
1779;TCL;TAC-05CSA;Non-Inverter;439.1;4845.8;11.04;4;1282.172; Rp1,851,456.37 ;EER;;;;
1780;TCL;TAC-09CSA;Non-Inverter;764.3;8433.77;10.89;4;2231.756; Rp3,222,655.66 ;EER;;;;
1781;TCL;Indoor: TAC-05CSD/XA, Outdoor: TAC-05CSD/XO;Non-Inverter;375;4859;4.04;3;1029.293814; Rp1,486,300.27 ;CSPF;;;;
1782;TCL;TAC-05;Non-Inverter;362.2;5000;4.08;3;1048.778245; Rp1,514,435.79 ;CSPF;;;;
1783;TCL;TAC-05;Non-Inverter;451.4;5000;3.45;2;1240.294273; Rp1,790,984.93 ;CSPF;;;;
1784;TCL;TAC-09;Non-Inverter;808.6;9000;3.14;1;2452.938673; Rp3,542,043.44 ;CSPF;;;;
1785;TCL;TAC-12;Non-Inverter;1060.1;12000;3.14;1;3270.584897; Rp4,722,724.59 ;CSPF;;;;
1786;TCL;TAC-18;Non-Inverter;1540.7;18000;3.16;1;4874.827489; Rp7,039,250.89 ;CSPF;;;;
1787;TCL;TAC-07CSD;Non-Inverter;660.6;7000;3.37;1;1777.632444; Rp2,566,901.25 ;CSPF;;;;
1788;TCL;TAC-12;Inverter;1101.1;12000;5.28;5;1945.006927; Rp2,808,590.00 ;CSPF;;;;
1789;TCL;TAC18;Inverter;1824.2;18000;5.48;5;2811.03191; Rp4,059,130.08 ;CSPF;;;;
1790;TCL;TAC‐09CSD;Inverter;812.8;9100;5.04;5;1545.199948; Rp2,231,268.72 ;CSPF;;;;
1791;TCL;"Indoor Unit : TAC-05CSD/XSS (I) Outdoor Unit : TAC-05CSD/XSS (O) ; Indoor Unit : TAC-05CSD/XBS (I) Outdoor Unit : TAC-05CSD/XBS (O)";Non-Inverter;384;5000;3.86;3;1108.553171; Rp1,600,750.78 ;CSPF;;;;
1792;TCL;"Indoor Unit : TAC-05CSD/XSS (I) Outdoor Unit : TAC-05CSD/XSS (O) ; Indoor Unit : TAC-05CSD/XBS (I) Outdoor Unit : TAC-05CSD/XBS (O)";Non-Inverter;384;5000;3.86;3;1108.553171; Rp1,600,750.78 ;CSPF;;;;
1793;TCL;XAFI2;Inverter;909.7;9000;4.44;4;1734.735908; Rp2,504,958.65 ;CSPF;;;;
1794;TCL;XAFI2;Inverter;1285.6;12000;4.6;4;2232.529691; Rp3,223,772.87 ;CSPF;;;;
1795;TCL;XAFI2;Inverter;1946.7;18000;4.88;4;3156.650587; Rp4,558,203.45 ;CSPF;;;;
1796;TCL;"TAC-09CSDXSS2-ID / TAC-09CSDXSS2-OD ; TAC‐09CSD/XB2‐ID / TAC‐09CSD/XB2‐OD";Non-Inverter;759.7;9000;3.61;2;2133.581006; Rp3,080,890.97 ;CSPF;;;;
1797;TCL;TAC-18CSD/XSS2-ID / TAC-18CSD/XSS2- OD;Non-Inverter;1463.8;18000;3.6;2;4279.01524; Rp6,178,898.01 ;CSPF;;;;
1798;TCL;"TAC-09CSD/TPHI(I) / TAC-09CSD/TPHI(O) ; TAC-09CSD/TPHI Pro(I) / TAC-09CSD/TPHI Pro(O)";Inverter;819.1;9100;4.83;4;1612.382554; Rp2,328,280.41 ;CSPF;;;;
1799;TCL;TAC 09CSD/ XAFI(I) / TAC-09CSD/ XAFI(O);Inverter;926.6;9000;4.49;4;1715.418136; Rp2,477,063.79 ;CSPF;;;;
1800;TCL;TAC 12CSD/ XAFI(I) / TAC-12CSD/ XAFI(O);Inverter;1559.9;12000;4.39;4;2339.324961; Rp3,377,985.24 ;CSPF;;;;
1801;TCL;TAC 18CSD/ XAFI(I) / TAC-18CSD/ XAFI(O);Inverter;1999.5;18000;4.91;4;3137.363516; Rp4,530,352.92 ;CSPF;;;;
1802;TCL;"TAC-12CSD/ TPHI(I)/ TAC-12CSD/ TPHI(O) ; TAC-12CSD/ TPHI Pro(I) / TAC-12CSD/ TPHI Pro(O)";Inverter;1090.5;12000;5.24;5;1959.854309; Rp2,830,029.62 ;CSPF;;;;
1803;TCL;"TAC-18CSD/ TPHI(I)/ TAC-18CSD/ TPHI(O) ; TAC-18CSD/ TPHI Pro(I) / TAC-18CSD/ TPHI Pro(O)";Inverter;1874.7;18000;5.34;5;2884.729376; Rp4,165,549.22 ;CSPF;;;;
1804;TCL;TAC- 09CSD/XSS(I) / TAC- 09CSD/XSS(O);Non-Inverter;771.1;9000;3.74;2;2059.4191; Rp2,973,801.18 ;CSPF;;;;
1805;TCL;TAC- 12CSD/XSS(I) / TAC- 12CSD/XSS(O);Non-Inverter;1086.7;12250;3.52;2;2978.291858; Rp4,300,653.44 ;CSPF;;;;
1806;TCL;TAC- 18CSD/XSS(I) / TAC- 18CSD/XSS(O);Non-Inverter;1510.6;18000;3.52;2;4376.265587; Rp6,319,327.51 ;CSPF;;;;
1807;TCL;TAC-SD/XS2;Non-Inverter;382.5;5000;3.91;3;1094.377299; Rp1,580,280.82 ;CSPF;;;;
1808;TCL;TAC09CSD;Non-Inverter;805;9000;3.13;1;2460.775538; Rp3,553,359.88 ;CSPF;;;;
1809;TCL;TAC-12CSD;Non-Inverter;1063;12000;3.19;1;3219.321811; Rp4,648,700.69 ;CSPF;;;;
1810;TCL;TAC-18CSD;Non-Inverter;1504.3;18000;3.2;1;4813.892145; Rp6,951,260.26 ;CSPF;;;;
1811;TCL;"TAC-SA05CS/ZA2-ID / TAC-SA05CS/ZA2-OD ; TAC-SA05CS/ZB2-ID / TAC-SA05CS/ZB2-OD ; TAC-05CSD/XB-ID / TAC-05CSD/XB-OD";Non-Inverter;400.8;5000;3.73;2;1147.189072; Rp1,656,541.02 ;CSPF;;;;
1812;TCL;TAC-SA09CS/ZA2-ID / TAC-SA09CS/ZA2-OD;Non-Inverter;761.1;9000;3.44;2;2239.019602; Rp3,233,144.31 ;CSPF;;;;
1813;TCL;TAC-SA18CS/ZA2-ID / TAC-SA18CS/ZA2-OD;Non-Inverter;1477.6;18000;3.51;2;4388.73358; Rp6,337,331.29 ;CSPF;;;;
1814;TCL;"TAC- SA05CSV/ZB2-ID / TAC- SA05CSV/ZB2- OD ; TAC- SA05CSV/ZC2-ID / TAC- SA05CSV/ZC2- OD";Inverter;420.3;5000;4.79;4;893.3225971; Rp1,289,957.83 ;CSPF;;;;
1815;TCL;"TAC- SA09CSV/ZB2-ID / TAC- SA09CSV/ZB2- OD ; TAC- SA09CSV/ZC2-ID / TAC- SA09CSV/ZC2- OD";Inverter;892.7;9000;4.68;4;1645.775092; Rp2,376,499.23 ;CSPF;;;;
1816;TCL;"TAC- SA12CSV/ZB2-ID / TAC- SA12CSV/ZB2- OD ; TAC- SA12CSV/ZC2-ID / TAC- SA12CSV/ZC2- OD";Inverter;1414.7;12000;3.64;2;2821.32873; Rp4,073,998.69 ;CSPF;;;;
1817;TCL;"TAC- BR12CSV/TB2-ID / TAC- BR12CSV/TB2- OD ; TAC- BR12CSV/TA2-ID / TAC- BR12CSV/TA2- OD ; TAC- 12CSD/TPHI2 Pro-ID / TAC- 12CSD/TPHI2 Pro-OD";Inverter;1072.6;12300;5.08;5;2072.121553; Rp2,992,143.52 ;CSPF;;;;
1818;TCL;"TAC- BR09CSV/TB2-ID / TAC- BR09CSV/TB2- OD ; TAC- BR09CSV/TA2-ID / TAC- BR09CSV/TA2- OD ; TAC- 09CSD/TPHI2 Pro-ID / TAC- 09CSD/TPHI2 Pro-OD";Inverter;753.6;9500;5.06;5;1606.744853; Rp2,320,139.57 ;CSPF;;;;
1819;TCL;"TAC- SA24CSV/ZB2-ID / TAC- SA24CSV/ZB2- OD ; TAC- SA24CSV/ZC2-ID / TAC- SA24CSV/ZC2- OD";Inverter;2364.9;24000;5.27;5;3897.395285; Rp5,627,838.79 ;CSPF;;;;
1820;TCL;"TAC- SA18CSV/ZB2-ID / TAC- SA18CSV/ZB2- OD ; TAC- SA18CSV/ZC2-ID / TAC- SA18CSV/ZC2- OD";Inverter;1987.8;18000;5.01;5;3074.74149; Rp4,439,926.71 ;CSPF;;;;
1821;TCL;"TAC- BR18CSV/TB2-ID / TAC- BR18CSV/TB2- OD ; TAC- BR18CSV/TA2-ID / TAC- BR18CSV/TA2- OD ; TAC- 18CSD/TPHI2 Pro-ID / TAC- 18CSD/TPHI2 Pro-OD";Inverter;2017.1;18500;4.78;4;3312.20845; Rp4,782,829.00 ;CSPF;;;;
1822;TECO;LS05401IDW / LT05401IDW;Non-Inverter;410;4387;10.7;4;1197.2; Rp1,728,756.80 ;EER;;;;
1823;TECO;LS09401ID / LT09401ID;Non-Inverter;741.7;8182;11.02;4;2165.764; Rp3,127,363.22 ;EER;;;;
1824;TECO;LS09401IDW / LT09401IDW;Non-Inverter;745.3;8227;11.05;4;2176.276; Rp3,142,542.54 ;EER;;;;
