No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
1496;Polytron;EAW0610M;Non-Inverter;2245.5;23461.8;3.25;1;6178.05537; Rp8,921,111.95 ;CSPF;;;;
1497;Polytron;EAW0128G (PAC 05VHG, PAC 05VM, PAC 05VHI, PAC 05VZI, PAC 05VZSI, PAC 05VZAI);Non-Inverter;403.2;5000;3.59;2;1191.926251; Rp1,721,141.51 ;CSPF;;;;
1498;Polytron;EAW20732N (PAC 07VHG, PAC 07VM, PAC 07VH);Non-Inverter;648.9;7000;3.47;2;1726.403843; Rp2,492,927.15 ;CSPF;;;;
1499;Polytron;EAW50142P (PAC 09VHG, PAC 09VM, PAC 09VHI, PAC 09VZI, PAC 09VZSI, PAC 09VZAI, PAC 09VH);Non-Inverter;769.9;9000;3.56;2;2163.547032; Rp3,124,161.91 ;CSPF;;;;
1500;Polytron;"EAW055000(PAC 05LE;PAC 05VE;PAC 05VX;PAC 05VF;PAC 05VG)";Non-Inverter;490;5000;12.53;4;1430.8; Rp2,066,075.20 ;EER;;;;
1501;Polytron;EAW077200(PAC 07VE);Non-Inverter;725;8000;12.06;4;2117; Rp3,056,948.00 ;EER;;;;
1502;Polytron;"EAW109000(PAC 09LE;PAC 09VF;PAC 09VE;PAC 09VX;PAC 09VG)";Non-Inverter;880;9500;11.31;4;2569.6; Rp3,710,502.40 ;EER;;;;
1503;Polytron;"EAW151000(PAC 12VE;PAC 12VX;PAC 12VF;PAC 12VG)";Non-Inverter;1050;12000;11.95;4;3066; Rp4,427,304.00 ;EER;;;;
1504;Polytron;"EAW201600(PAC 18VE;PAC 18VX;PAC 18VF;PAC 18VG)";Non-Inverter;1690;18000;12.06;4;4934.8; Rp7,125,851.20 ;EER;;;;
1505;Polytron;"EAW055000(PAC05VG; PAC05VX-M)";Non-Inverter;450;6000;10.85;4;1314; Rp1,897,416.00 ;EER;;;;
1506;Polytron;EAW077200;Non-Inverter;690;7000;11.38;4;2014.8; Rp2,909,371.20 ;EER;;;;
1507;Polytron;"EAW109000(PAC 09VX-M ;PAC 09VG)";Non-Inverter;880;9500;10.59;4;2569.6; Rp3,710,502.40 ;EER;;;;
1508;Polytron;"EAW 151000(PAC12VX-M; PAC 12VG)";Non-Inverter;1000;12000;10.7;4;2920; Rp4,216,480.00 ;EER;;;;
1509;Polytron;"EAW 201600(PAC 18VX-M; PAC 18VG; PAC 18VG-M)";Non-Inverter;1690;18000;11.26;4;4934.8; Rp7,125,851.20 ;EER;;;;
1510;Premiere Air;PKSH-10NF / PUSH-10NF;Non-Inverter;825.5;8506;10.3;3;2410.46; Rp3,480,704.24 ;EER;;;;
1511;Premiere Air;PKSH-13NF / PUSH-13NF;Non-Inverter;1049;10798;10;3;3063.08; Rp4,423,087.52 ;EER;;;;
1512;Premiere Air;PKSH-20NF / PUSH-20NF;Non-Inverter;1587.6;17145;10.79;3;4635.792; Rp6,694,083.65 ;EER;;;;
1513;Premiere Air;PKSH-25NF / PUSH-25NF;Non-Inverter;1709.4;19141;11.2;4;4991.448; Rp7,207,650.91 ;EER;;;;
1514;Samsung;Indoor AR13KVFSD WKN / Outdoor AR13KVFSD WKX;Inverter;1120;12000;11.7;4;3270.4; Rp4,722,457.60 ;EER;;;;
1515;Samsung;Indoor AR10KVFSD WKN / Outdoor AR10KVFSD WKX;Inverter;820;9700;11.99;4;2394.4; Rp3,457,513.60 ;EER;;;;
1516;Samsung;Indoor AR10KVFNA WKN / Outdoor AR10KVFNA WKX;Inverter;860;9700;11.73;4;2511.2; Rp3,626,172.80 ;EER;;;;
1517;Samsung;Indoor AR13KVFNAWKN / Outdoor AR13KVFNAWKX;Inverter;1120;12000;11.29;4;3270.4; Rp4,722,457.60 ;EER;;;;
1518;Samsung;Indoor AR18KVFNAWKN / Outdoor AR18KVFNAWKX;Inverter;1540;17600;11.14;4;4496.8; Rp6,493,379.20 ;EER;;;;
1519;Samsung;Indoor AR05KRSDUWKN / Outdoor AR05KRSDUWKX;Inverter;315;4800;14.86;4;919.8; Rp1,328,191.20 ;EER;;;;
1520;Samsung;Indoor AR09KRSDUWKN / Outdoor AR09KRSDUWKX;Inverter;680;8600;12.35;4;1985.6; Rp2,867,206.40 ;EER;;;;
1521;Samsung;Indoor AR05KRFSVURN / Outdoor AR05KRFSVURX;Inverter;330;4800;13.97;4;963.6; Rp1,391,438.40 ;EER;;;;
1522;Samsung;Indoor AR09KRFSVURN / Outdoor AR09KRFSVURX;Inverter;710;8500;12.13;4;2073.2; Rp2,993,700.80 ;EER;;;;
1523;Samsung;Indoor AR12KRFSWWKN / Outdoor AR12KRFSWWKX;Inverter;1160;12100;10.21;3;3387.2; Rp4,891,116.80 ;EER;;;;
1524;Samsung;Indoor AR18KRFSWWKN / Outdoor AR18KRFSWWKX;Inverter;1755;17900;9.91;2;5124.6; Rp7,399,922.40 ;EER;;;;
1525;Samsung;AR05KRFLAWKN /AR05KRFLAWKX;Non-Inverter;400;5080.5;12.7;4;1168; Rp1,686,592.00 ;EER;;;;
1526;Samsung;AR07KRFLAWKN /AR07KRFLAWKX;Non-Inverter;687;7595.1;11;4;2006.04; Rp2,896,721.76 ;EER;;;;
1527;Samsung;AR09KRFLAWKN /AR09KRFLAWKX;Non-Inverter;816;9127.1;11;4;2382.72; Rp3,440,647.68 ;EER;;;;
1528;Samsung;AR05KRFLBWKN /AR05KRFLBWKX;Non-Inverter;400;5080.5;12.7;4;1168; Rp1,686,592.00 ;EER;;;;
1529;Samsung;AR07KRFLBWKN /AR07KRFLBWKX;Non-Inverter;687;7595.1;11;4;2006.04; Rp2,896,721.76 ;EER;;;;
1530;Samsung;AR09KRFLBWKN /AR09KRFLBWKX;Non-Inverter;816;9127.1;11;4;2382.72; Rp3,440,647.68 ;EER;;;;
1531;Samsung;AR05NRFLDWKN /AR05NRFLDWKX;Non-Inverter;399;5046.35;12.64;4;341.6678569; Rp493,368.39 ;CSPF;;;;
1532;Samsung;AR09NRFLDWKN /AR09NRFLDWKX;Non-Inverter;802;8874.6;11.07;4;686.0803731; Rp990,700.06 ;CSPF;;;;
1533;Samsung;"AR12NRFLDWKN (I);AR12NRFLDWKX (O)";Non-Inverter;1130.4;11817.1;10.45;4;3300.768; Rp4,766,308.99 ;EER;;;;
1534;Samsung;"AR18NRFLDWKN (I);AR18NRFLDWKX (O)";Non-Inverter;1706.8;17852;10.46;4;4983.856; Rp7,196,688.06 ;EER;;;;
1535;Samsung;AR10RYFHAWKN / AR10RYFHAWKX;Inverter;990.9;10917.82;12.7;4;2893.428; Rp4,178,110.03 ;EER;;;;
1536;Samsung;AR13RYFHAWKN / AR13RYFHAWKX;Inverter;1306.3;12718.67;11.96;4;3814.396; Rp5,507,987.82 ;EER;;;;
1537;Samsung;AR18RYFHAWKN / AR18RYFHAWKX;Inverter;1503.4;16915.45;12.98;4;4389.928; Rp6,339,056.03 ;EER;;;;
1538;Samsung;AR07NRFLDWKN (I) /AR07NFRLDWKX (O);Non-Inverter;622.2;6537.2;10.45;4;1816.824; Rp2,623,493.86 ;EER;;;;
1539;Samsung;AR10TYEAEWKN (I) / AR10TYEAEWKX  (O);Inverter;678.6;9571.9;16.63;4;1981.512; Rp2,861,303.33 ;EER;;;;
1540;Samsung;AR13TYEAEWKN (I) / AR13TYEAEWKX  (O);Inverter;1051.4;13071.16;15.32;4;3070.088; Rp4,433,207.07 ;EER;;;;
1541;Samsung;AR18TYEAEWKN (I) / AR18TYEAEWKX  (O);Inverter;1704.2;18392.77;14.03;4;4976.264; Rp7,185,725.22 ;EER;;;;
1542;Samsung;AR10TYGZEWKN (I) / AR10TYGZEWKX  (O);Inverter;930.5;10290.85;12.92;4;2717.06; Rp3,923,434.64 ;EER;;;;
1543;Samsung;AR13TYGZEWKN (I) / AR13TYGZEWKX  (O);Inverter;1150.5;13143.41;13.79;4;3359.46; Rp4,851,060.24 ;EER;;;;
1544;Samsung;AR18TYGZEWKN (I) / AR18TYGZEWKX  (O);Inverter;1536;18886.22;15.06;4;4485.12; Rp6,476,513.28 ;EER;;;;
1545;Samsung;AR05TGHQASINSE /AR05TGHQASIXSE;Non-Inverter;337.8;4454.02;13.13;4;986.376; Rp1,424,326.94 ;EER;;;;
1546;Samsung;AR09TGHQASINSE /AR09TGHQASIXSE;Non-Inverter;770.1;8268.24;10.71;4;2248.692; Rp3,247,111.25 ;EER;;;;
1547;Samsung;AR12TGHQASINSE /AR12TGHQASIXSE;Non-Inverter;991;11477.85;11.56;4;2893.72; Rp4,178,531.68 ;EER;;;;
1548;Samsung;AR18TGHQASINSE /AR18TGHQASIXSE;Non-Inverter;1499.1;16925.04;11.28;4;4377.372; Rp6,320,925.17 ;EER;;;;
1549;Samsung;AR07NRFLDWKN /AR07NRFLDWKX;Non-Inverter;635.4;7272.38;11.41;4;1855.368; Rp2,679,151.39 ;EER;;;;
1550;Samsung;AR10TYEAEWKN  (INDOOR), AR10TYEAEWKX  (OUTDOOR);Inverter;689.6;9508.2;16.49;4;2013.632; Rp2,907,684.61 ;EER;;;;
1551;Samsung;AR13TYEAEWKN  (INDOOR), AR13TYEAEWKX (OUTDOOR);Inverter;1050.2;11571;13.08;4;3066.584; Rp4,428,147.30 ;EER;;;;
1552;Samsung;AR18TYEAEWKN  (INDOOR), AR18TYEAEWKX  (OUTDOOR);Inverter;1734.8;18531.7;14.33;4;5065.616; Rp7,314,749.50 ;EER;;;;
1553;Samsung;AR10TYGZEWKN  (INDOOR), AR10TYGZEWKX  (OUTDOOR);Inverter;951.4;9854.4;12.77;4;2778.088; Rp4,011,559.07 ;EER;;;;
1554;Samsung;AR13TYGZEWKN  (INDOOR), AR13TYGZEWKX  (OUTDOOR);Inverter;1155.9;12383.1;13.21;4;3375.228; Rp4,873,829.23 ;EER;;;;
1555;Samsung;AR18TYGZEWKN  (INDOOR), AR18TYGZEWKX  (OUTDOOR);Inverter;1573.8;18845.8;14.77;4;4595.496; Rp6,635,896.22 ;EER;;;;
1556;Samsung;AR05NRFLDWKNSE/AR05NRFLDWKXSE;Non-Inverter;389.7;5015.71;12.82;4;1137.924; Rp1,643,162.26 ;EER;;;;
1557;Samsung;AR09NRFLDWKNSE/AR09NRFLDWKXSE ;Non-Inverter;831.5;8953.29;10.74;4;2427.98; Rp3,506,003.12 ;EER;;;;
1558;Samsung; AR12NRFLDWKNSE/AR12NRFLDWKXSE;Non-Inverter;1088.6;11981.61;10.99;4;3178.712; Rp4,590,060.13 ;EER;;;;
1559;Samsung;AR07NRFLDWKNSE/AR07NRFLDWKXSE ;Non-Inverter;643.3;6922.85;10.73;4;1878.436; Rp2,712,461.58 ;EER;;;;
1560;Samsung; AR18NRFLDWKNSE/AR18NRFLDWKXSE;Non-Inverter;1637.6;18171.2;11.08;4;4781.792; Rp6,904,907.65 ;EER;;;;
1561;Samsung;AR05TGHQASINSE / AR05TGHQASIXSE;Non-Inverter;345.6;4543.01;13.08;4;1009.152; Rp1,457,215.49 ;EER;;;;
1562;Samsung;AR09TGHQASINSE / AR09TGHQASIXSE;Non-Inverter;767.1;9039.69;11.76;4;2239.932; Rp3,234,461.81 ;EER;;;;
1563;Samsung;AR12TGHQASINSE / AR12TGHQASIXSE;Non-Inverter;1016;11537.07;11.34;4;2966.72; Rp4,283,943.68 ;EER;;;;
1564;Samsung;AR18TGHQASINSE / AR18TGHQASIXSE;Non-Inverter;1483.7;17040.21;10.79;4;4332.404; Rp6,255,991.38 ;EER;;;;
1565;Samsung;AR05AYHLAWKNSE,  AR05AYHLAWKXSE;Inverter;482.7;5994.77;12.25;4;1409.484; Rp2,035,294.90 ;EER;;;;
1566;Samsung;AR09AYHLAWKNSE,  AR09AYHLAWKXSE;Inverter;856.7;9815.88;12.56;4;2501.564; Rp3,612,258.42 ;EER;;;;
1567;Samsung;AR12AYHLAWKNSE,  AR12AYHLAWKXSE;Inverter;1323.8;12709.63;11.99;4;3865.496; Rp5,581,776.22 ;EER;;;;
1568;Samsung;AR18AYHLAWKNSE,  AR18AYHLAWKXSE;Inverter;1912.9;19248.56;12.63;4;5585.668; Rp8,065,704.59 ;EER;;;;
1569;Samsung;"AR13BYFANWKN (Indoor) ; AR13BYFANWKX (Outdoor)";Inverter;1161.5;12000;5.14;5;1997.98377; Rp2,885,088.56 ;CSPF;;;;
1570;Samsung;"AR18BYFANWKN (Indoor) ; AR18BYFANWKX (Outdoor)";Inverter;1795.3;18000;4.82;4;3195.944993; Rp4,614,944.57 ;CSPF;;;;
1571;Samsung;AR18BGHQASINSE / AR18BGHQASIXSE;Non-Inverter;1601.4;17500;3.52;2;4254.702654; Rp6,143,790.63 ;CSPF;;;;
1572;Samsung;AR12BGHQASINSE / AR12BGHQASIXSE;Non-Inverter;1023.1;11500;3.49;2;2819.98139; Rp4,072,053.13 ;CSPF;;;;
1573;Samsung;AR10CYFAAWK;Inverter;892.8;10000;5.24;5;1633.211924; Rp2,358,358.02 ;CSPF;;;;
1574;Samsung;AR05BGHQBSINSE / AR05BGHQBSIXSE;Non-Inverter;342.5;4800;4.18;3;982.7403423; Rp1,419,077.05 ;CSPF;;;;
1575;Samsung;AR09BGHQBSINSE / AR09BGHQBSIXSE;Non-Inverter;765.6;9000;3.8;3;2026.901956; Rp2,926,846.42 ;CSPF;;;;
1576;Samsung;AR12AYHLAWKNSE / AR12AYHLAWKXSE;Inverter;1329.6;12000;4.33;4;2371.740549; Rp3,424,793.35 ;CSPF;;;;
1577;Samsung;AR18AYHLAWKNSE / AR18AYHLAWKXSE;Inverter;1979.3;18000;4.52;4;3408.065236; Rp4,921,246.20 ;CSPF;;;;
1578;Samsung;AR07NRFLDWKXSE / AR07NRFLDWKNSE;Non-Inverter;631.5;6500;3.44;2;1617.069713; Rp2,335,048.67 ;CSPF;;;;
1579;Samsung;AR18NRFLDWKXSE/ AR18NRFLDWKNSE;Non-Inverter;1660.2;17000;3.29;1;4422.082619; Rp6,385,487.30 ;CSPF;;;;
1580;Samsung;AR05BGHQASIN / AR05BGHQASIX;Non-Inverter;353;4800;3.95;3;1039.963198; Rp1,501,706.86 ;CSPF;;;;
1581;Samsung;AR09BGHQASIN / AR09BGHQASIX;Non-Inverter;773.5;9000;3.64;2;2115.996547; Rp3,055,499.01 ;CSPF;;;;
1582;Samsung;AR12BGHQASIN / AR12BGHQASIX ;Non-Inverter;1016.4;11500;3.48;2;2828.084785; Rp4,083,754.43 ;CSPF;;;;
1583;Samsung;AR40F05D0AMNSE AR40F05D0AMXSE;Inverter;387.8;5000;5.41;5;790.9455158; Rp1,142,125.32 ;CSPF;;;;
1584;Samsung;AR40F09D0AMNSE AR40F09D0AMXSE;Inverter;838.1;9000;5.15;5;1495.578142; Rp2,159,614.84 ;CSPF;;;;
1585;Samsung;AR40F12D0AMNSE AR40F12D0AMXSE;Inverter;1108.4;11900;4.84;4;2104.143858; Rp3,038,383.73 ;CSPF;;;;
1586;Samsung;AR40F18D0AMNSE AR40F18D0AMXSE;Inverter;1108.4;17800;4.62;4;3297.249839; Rp4,761,228.77 ;CSPF;;;;
1587;Samsung;AR60H05D1KWN (Indoor) / AR60H05D1KWX (Outdoor);Inverter;330.5;5200;6.16;5;722.4311445; Rp1,043,190.57 ;CSPF;;;;
1588;Samsung;AR60H10D1LWN (Indoor) / AR60H10D1LWX (Outdoor);Inverter;759.6;9000;5.71;5;1348.901477; Rp1,947,813.73 ;CSPF;;;;
1589;Samsung;AR60H13D1LWN (Indoor) / AR60H13D1LWX (Outdoor);Inverter;1010;12000;5.9;5;1740.616369; Rp2,513,450.04 ;CSPF;;;;
1590;Samsung;AR60H18D1LWN (Indoor) / AR60H18D1LWX (Outdoor);Inverter;1841.9;18000;5.23;5;2945.40246; Rp4,253,161.15 ;CSPF;;;;
1591;Samsung;AR80H10DADWN (Indoor) / AR80H10DADWX (Outdoor;Inverter;697.6;9000;5.63;5;1368.068816; Rp1,975,491.37 ;CSPF;;;;
1592;Samsung;AR80H13DADWN (Indoor) / AR80H13DADWX (Outdoor);Inverter;1148.5;12000;5.19;5;1978.735371; Rp2,857,293.88 ;CSPF;;;;
1593;Samsung;AR80H18DADWN (Indoor) / AR80H18DADWX (Outdoor);Inverter;1589.2;18000;5.55;5;2775.577453; Rp4,007,933.84 ;CSPF;;;;
1594;Samsung;"AR10BYFANWKN (Indoor) ; AR10BYFANWKX (Outdoor)";Inverter;884;10000;5.22;5;1639.469441; Rp2,367,393.87 ;CSPF;;;;
1595;Sanken;EL-06R4DEL-06R4L;Non-Inverter;338;4500;13.3;4;986.96; Rp1,425,170.24 ;EER;;;;
1596;Sanken;EL-P06R4DEL-P06R4L;Non-Inverter;338;4500;13.3;4;986.96; Rp1,425,170.24 ;EER;;;;
1597;Sanken;EL-10R4DEL-10R4L;Non-Inverter;722;8100;11.2;4;2108.24; Rp3,044,298.56 ;EER;;;;
1598;Sanken;EL-P10R4DEL-P10R4L;Non-Inverter;722;8100;11.2;4;2108.24; Rp3,044,298.56 ;EER;;;;
1599;Sanken;EC-05R4DEC-05R4L;Non-Inverter;416;4470;10.75;4;1214.72; Rp1,754,055.68 ;EER;;;;
1600;Sanken;EC-09R4DEC-09R4L;Non-Inverter;917;8750;9.54;2;2677.64; Rp3,866,512.16 ;EER;;;;
1601;Sanken;ESA-05D/ESA-05L;Non-Inverter;397;4607;11.6;4;1159.24; Rp1,673,942.56 ;EER;;;;
1602;Sanken;ESA-07D/ESA-07L;Non-Inverter;733;7060;9.63;2;2140.36; Rp3,090,679.84 ;EER;;;;
1603;Sanken;ESA-09D/ESA-09L;Non-Inverter;887;9324;10.51;4;2590.04; Rp3,740,017.76 ;EER;;;;
1604;Sanken;ESA-12D/ESA-12L;Non-Inverter;1043;11368;10.9;4;3045.56; Rp4,397,788.64 ;EER;;;;
1605;Sanken;ESA-18D/ESA-18L;Non-Inverter;1747;16864;9.65;2;5101.24; Rp7,366,190.56 ;EER;;;;
1606;Sanken;EVA-10D / EVA-10L;Inverter;850;9008;11.79;4;2482; Rp3,584,008.00 ;EER;;;;
1607;Sanken;ELA-06D / ELA-06L;Non-Inverter;336;4350.3;12.95;4;981.12; Rp1,416,737.28 ;EER;;;;
1608;Sanken;EL-06ELAD / EL-06ELAL;Non-Inverter;336;4350.3;12.95;4;981.12; Rp1,416,737.28 ;EER;;;;
1609;Sanken;ELA-10D / ELA-10L;Non-Inverter;887;9324;10.51;4;2590.04; Rp3,740,017.76 ;EER;;;;
1610;Sanken;EL-10ELAD / EL-10ELAL;Non-Inverter;887;9324;10.51;4;2590.04; Rp3,740,017.76 ;EER;;;;
1611;Sanken;ESA-05D / ESA-05L;Non-Inverter;397;4607;11.6;4;1159.24; Rp1,673,942.56 ;EER;;;;
1612;Sanken;ESA-07D / ESA-07L;Non-Inverter;733;7060;9.63;2;2140.36; Rp3,090,679.84 ;EER;;;;
1613;Sanken;ESA-09D / ESA-09L;Non-Inverter;887;9324;10.51;4;2590.04; Rp3,740,017.76 ;EER;;;;
1614;Sanken;ESA-12D/L;Non-Inverter;1064.5;11854.34;11.12;4;3108.34; Rp4,488,442.96 ;EER;;;;
1615;Sanken;ESA-18D/L;Non-Inverter;1672.6;17212.2;10.28;3;4883.992; Rp7,052,484.45 ;EER;;;;
1616;Sanken;"ESA-05D/L;EC-05ESAD/L";Non-Inverter;392.2;4937.78;12.54;4;1145.224; Rp1,653,703.46 ;EER;;;;
1617;Sanken;"ESA-09D/L;EC-09ESAD/L";Non-Inverter;881;9742.83;11.04;4;2572.52; Rp3,714,718.88 ;EER;;;;
1618;Sanken;ESC-05D/ESC-05L;Non-Inverter;358.3;4327.3;12.08;4;1046.236; Rp1,510,764.78 ;EER;;;;
1619;Sanken;ESC-09D/ESC-09L;Non-Inverter;782.8;8438.2;10.78;4;2285.776; Rp3,300,660.54 ;EER;;;;
1620;Sanken;ESC-12D/ESC-12L;Non-Inverter;1044.4;11286.4;10.81;4;3049.648; Rp4,403,691.71 ;EER;;;;
1621;Sanken;ESC-18D/ESC-18L;Non-Inverter;1533.2;16234.1;10.59;4;4476.944; Rp6,464,707.14 ;EER;;;;
1622;Sanken;ESC-09D/ESC-09L;Non-Inverter;765.4;9510.4;3.87;3;2103.108348; Rp3,036,888.46 ;CSPF;;;;
1623;Sanken;ESC-18D/ESC-18L;Non-Inverter;1651.6;18001.6;3.39;1;4544.4909; Rp6,562,244.86 ;CSPF;;;;
1624;Sanken;"ESC-05D / ESC-05L; EC-05ESCD / EC-05ESCL";Non-Inverter;357.9;5000;4.11;3;1041.12293; Rp1,503,381.51 ;CSPF;;;;
1625;Sanken;"ESC-09D / ESC-09L; EC-09ESCD / EC-09ESCL";Non-Inverter;783.4;9000;3.5;2;2200.636409; Rp3,177,718.98 ;CSPF;;;;
1626;Sanken;ESC-12D / ESC-12L;Non-Inverter;1030.1;12000;3.41;2;3011.62363; Rp4,348,784.52 ;CSPF;;;;
1627;Sanken;ESC-18D / ESC-18L;Non-Inverter;1665.7;18000;3.45;2;4465.059381; Rp6,447,545.75 ;CSPF;;;;
1628;Sanken;ESC-05AD / ESC-05AL;Non-Inverter;346.2;5000;4.16;3;1028.609433; Rp1,485,312.02 ;CSPF;;;;
1629;Sanken;ESC-09AD / ESC-09AL;Non-Inverter;765.4;9000;3.45;2;2232.529691; Rp3,223,772.87 ;CSPF;;;;
1630;Sanken;ESC-05CD / ESC-05CL;Non-Inverter;388;5000;3.99;3;1072.434897; Rp1,548,595.99 ;CSPF;;;;
1631;Sansui;L 05 S1 /LO 05 S1;Non-Inverter;405.24;5030.2;12.41;4;1183.3008; Rp1,708,686.36 ;EER;;;;
1632;Sansui;L 09 S1 /LO 09 S1;Non-Inverter;790.05;8320.3;10.53;4;2306.946; Rp3,331,230.02 ;EER;;;;
1633;Sansui;L 12 S1 /LO 12 S1;Non-Inverter;1066.3;11350.2;10.64;4;3113.596; Rp4,496,032.62 ;EER;;;;
1634;Sansui;L 18 S1 /LO 18 S1;Non-Inverter;1510.43;16220.1;10.74;4;4410.4556; Rp6,368,697.89 ;EER;;;;
1635;Sansui;L 24 S1 /LO 24 S1;Non-Inverter;2348.5;23420.5;9.97;3;6857.62; Rp9,902,403.28 ;EER;;;;
1636;Sansui;X 05 X1 /XO 05 S1;Non-Inverter;465.1;5168.4;11.11;4;1358.092; Rp1,961,084.85 ;EER;;;;
1637;Sansui;X 09 S1 /XO 09 S1;Non-Inverter;827.9;9925.8;11.99;4;2417.468; Rp3,490,823.79 ;EER;;;;
1638;Sansui;X12 S1 /XO 12 S1;Non-Inverter;1109;12837.8;11.58;4;3238.28; Rp4,676,076.32 ;EER;;;;
1639;Sansui;X 18 S1 /XO 18 S1;Non-Inverter;1539;17983.1;11.68;4;4493.88; Rp6,489,162.72 ;EER;;;;
1640;Sansui;X 05 D1 /XO 05 D1;Non-Inverter;359.2;3896.9;10.85;4;1048.864; Rp1,514,559.62 ;EER;;;;
1641;Sansui;X 09 D1 /XO 09 D1;Non-Inverter;739.6;8133.3;11;4;2159.632; Rp3,118,508.61 ;EER;;;;
1642;Sansui;L 05 S2 / LO 05 S2;Non-Inverter;416.2;4.92;3.68;2;1.144171466; Rp1,652.18 ;CSPF;;;;
1643;Sansui;L 09 S2/ LO 09 S2;Non-Inverter;790.6;8.26;3.25;1;2.175056362; Rp3,140.78 ;CSPF;;;;
1644;Sansui;L 12 S2/ LO 12 S2;Non-Inverter;1036.7;10.57;3.17;1;2.853576725; Rp4,120.56 ;CSPF;;;;
1645;Sansui;L 18 S2 / LO 18 S2;Non-Inverter;1522.8;15936.1;3.26;1;4183.485569; Rp6,040,953.16 ;CSPF;;;;
1646;Sansui;L 24 D2 / LO 24 D2;Inverter;2246.4;23640.8;5.21;5;3883.276142; Rp5,607,450.75 ;CSPF;;;;
1647;Sansui;X 24 SV /  XO 24 SV;Inverter;2387.9;22117.16;4.59;4;4123.732667; Rp5,954,669.97 ;CSPF;;;;
1648;Sansui;X 18 SV / XO 18 SV;Inverter;1761;18193.2;5.59;5;2785.294457; Rp4,021,965.20 ;CSPF;;;;
1649;Sansui;X 12 SV /  XO 12 SV;Inverter;1532.3;12055.78;4.02;3;2566.510764; Rp3,706,041.54 ;CSPF;;;;
1650;Sansui;X 09 SV / XO 09 SV;Inverter;1060.3;9321.97;3.96;3;2014.58847; Rp2,909,065.75 ;CSPF;;;;
1651;Sansui;X 05 SV / XO 05 SV;Inverter;383.4;5576.8;5.3;5;900.4985733; Rp1,300,319.94 ;CSPF;;;;
1652;Sharp;AH-X9SEY / AU-X9SEY;Inverter;587.4;7062.84;12.02;4;1715.208; Rp2,476,760.35 ;EER;;;;
1653;Sharp;AH-X18SEY / AU-X18SEY;Inverter;1432.7;16262.62;13.53;4;4183.484; Rp6,040,950.90 ;EER;;;;
1654;Sharp;AH-A24SEY /AU-A24SEY;Non-Inverter;2395.1;22613.37;9.45;2;6993.692; Rp10,098,891.25 ;EER;;;;
1655;Sharp;"AH-A18SEY /AU-A18SEY;AH-A18UBY /AU-A18UBY;";Non-Inverter;1887.6;18008.88;9.55;2;5511.792; Rp7,959,027.65 ;EER;;;;
1656;Sharp;"AH-A5SEY /AU-A5SEY;AH-AP5SSY /AU-A5SSY;AH-A5UBY /AU-A5UBY;AH-A5UEY /AU-A5UEY;AH-A5SAY /AU-A5SAY;";Non-Inverter;434.7;4724.05;10.88;4;1269.324; Rp1,832,903.86 ;EER;;;;
1657;Sharp;"AH-AP5SHL /AU-A5SHL;AH-AP5UHL /AU-A5UHL;";Non-Inverter;377.2;4532.36;12.01;4;1101.424; Rp1,590,456.26 ;EER;;;;
1658;Sharp;AH-A5SDL /AU-A5SDL;Non-Inverter;374.7;4554.95;12.14;4;1094.124; Rp1,579,915.06 ;EER;;;;
1659;Sharp;AH-AP9SHL /AU-A9SHL;Non-Inverter;784.4;8928.49;11.39;4;2290.448; Rp3,307,406.91 ;EER;;;;
1660;Sharp;AH-XP10SHY /AU-X10SHY;Non-Inverter;814;7391.19;13.3;4;2376.88; Rp3,432,214.72 ;EER;;;;
1661;Sharp;"AH-A12SEY /AU-A12SEY;AH-AP12SSY /AU-A12SSY;AH-A12UBY /AU-A12UBY;AH-A12SAY /AU-A12SAY;";Non-Inverter;1102.78;11730.2;10.64;4;3220.1176; Rp4,649,849.81 ;EER;;;;
1662;Sharp;"AH-AP12SHL /AU-A12SHL;AH-AP12UHL /AU-A12UHL";Non-Inverter;1006.28;11709.47;11.64;4;2938.3376; Rp4,242,959.49 ;EER;;;;
1663;Sharp;"AH-A9SDL /AU-A9SDL;AH-A9UDL /AU-A9UDL;AH-AP9UHL /AU-A9UHL";Non-Inverter;767.06;8679.28;11.31;4;2239.8152; Rp3,234,293.15 ;EER;;;;
1664;Sharp;AH-AP7SHL /AU-A7SHL;Non-Inverter;587.15;6890.7;11.74;4;1714.478; Rp2,475,706.23 ;EER;;;;
1665;Sharp;"AH-A7SDL /AU-A7SDL;AH-A7UDL /AU-A7UDL;AH-AP7UHL /AU-A7UHL";Non-Inverter;584.53;6991.39;11.96;4;1706.8276; Rp2,464,659.05 ;EER;;;;
1666;Sharp;AH-A9TEY /AU-A9TEY;Non-Inverter;909.52;8641.09;9.5;2;2655.7984; Rp3,834,972.89 ;EER;;;;
1667;Sharp;"AH-AP7SSY /AU-A7SSY;AH-A7SEY /AU-A7SEY;AH-A7SAY /AU-A7SAY;";Non-Inverter;660.08;6691.34;10.14;3;1927.4336; Rp2,783,214.12 ;EER;;;;
1668;Sharp;AH-A5TEY /AU-A5TEY;Non-Inverter;526.64;5210.09;9.84;2;1537.7888; Rp2,220,567.03 ;EER;;;;
